group,TrialOrder,Block,Trial,Sentence,Verb,Noun1,Noun2,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,Rand,GitLink_image1,GitLink_image2,GitLink_AudioFile
C,140,Training,61,What did Tom use?,scratched,NA,NA,Question_Congruent,1,Inst,,whatdidtomuse.mp3,stick.png,chopsticks.png,stick.png,chopsticks.png,1,congruent,incongruent,NA,NA,1,1544,0.966918911,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/stick.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/chopsticks.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whatdidtomuse.mp3?raw=true
C,141,Training,16,Kate hit the lion with the leaf,hit,lion,leaf,Sentence,1,Inst,4,katelionleaf_nopauses.mp3,katelionleafinstleft.png,katelionleafmodright.png,katelionleafmodright.png,katelionleafinstleft.png,2,mod,inst,R,L,444,2441,0.983559767,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionleafmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionleafinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katelionleaf_nopauses.mp3?raw=true
C,142,Training,16,Which toy did Kate hit? ,hit,NA,NA,Question_Incongruent,1,Inst,,whichtoykatehit.mp3,lionleaf.png,lionpillow.png,lionpillow.png,lionleaf.png,2,incongruent,congruent,NA,NA,1,1741,0.983559767,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/lionpillow.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/lionleaf.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whichtoykatehit.mp3?raw=true
C,143,Training,34,Kate knocked on the gorilla with the pan,knocked on,gorilla,pan,Sentence,1,Inst,10,kategorillapan_nopauses.mp3,kategorillapaninstright.png,kategorillapanmodleft.png,kategorillapaninstright.png,kategorillapanmodleft.png,1,inst,mod,L,R,389,3047,0.987363487,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillapaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillapanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillapan_nopauses.mp3?raw=true
C,144,Training,34,What did Kate use?,knocked on,NA,NA,Question_Congruent,1,Inst,,whatdidkateuse.mp3,pan.png,wateringcan.png,pan.png,wateringcan.png,1,congruent,incongruent,NA,NA,1,1405,0.987363487,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/pan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/wateringcan.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whatdidkateuse.mp3?raw=true
D,1,Training,47,Tom hammered the buffalo with the sticky note,hammered,buffalo,sticky note,Sentence,1,InstControl,11,tombuffalostickynote_nopauses.mp3,tombuffalostickynoteinstright.png,tombuffalostickynotemodleft.png,tombuffalostickynoteinstright.png,tombuffalostickynotemodleft.png,1,inst,mod,L,R,556,3254,0.026194465,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tombuffalostickynoteinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tombuffalostickynotemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tombuffalostickynote_nopauses.mp3?raw=true
D,2,Training,47,Who did it?,hammered,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.026194465,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,3,Training,35,Tom knocked on the buffalo with the pan,knocked on,buffalo,pan,Sentence,1,InstControl,11,tombuffalopan_nopauses.mp3,tombuffalopaninstleft.png,tombuffalopanmodright.png,tombuffalopanmodright.png,tombuffalopaninstleft.png,2,mod,inst,R,L,515,3168,0.040866488,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tombuffalopanmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tombuffalopaninstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tombuffalopan_nopauses.mp3?raw=true
D,4,Training,35,Who did it?,knocked on,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.040866488,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,5,Training,14,Kate hit the cow with the leaf,hit,cow,leaf,Sentence,1,InstControl,2,katecowleaf_nopauses.mp3,katecowleafinstleft.png,katecowleafmodright.png,katecowleafmodright.png,katecowleafinstleft.png,2,mod,inst,R,L,353,2105,0.059706318,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katecowleafmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katecowleafinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katecowleaf_nopauses.mp3?raw=true
D,6,Training,14,Who did not do it?,hit,NA,NA,Question_Control,1,InstControl,,whodidnotdoit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,1498,0.059706318,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidnotdoit.mp3?raw=true
D,7,Training,41,Tom hammered the frog with the tape,hammered,frog,tape,Sentence,1,InstControl,5,tomfrogtape_nopauses.mp3,tomfrogtapeinstright.png,tomfrogtapemodleft.png,tomfrogtapeinstright.png,tomfrogtapemodleft.png,1,inst,mod,L,R,609,2635,0.061731136,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogtapeinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogtapemodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogtape_nopauses.mp3?raw=true
D,8,Training,41,Who did it?,hammered,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.061731136,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,9,Training,10,Kate covered the gorilla with the feather,covered,gorilla,feather,Sentence,1,InstControl,10,kategorillafeather_nopauses.mp3,kategorillafeatherinstright.png,kategorillafeathermodleft.png,kategorillafeatherinstright.png,kategorillafeathermodleft.png,1,inst,mod,L,R,405,2763,0.077207794,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillafeatherinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillafeathermodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillafeather_nopauses.mp3?raw=true
D,10,Training,10,Who did it?,covered,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.077207794,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,11,Training,53,Tom tapped the frog with the jewel,tapped,frog,jewel,Sentence,1,InstControl,5,tomfrogjewel_nopauses.mp3,tomfrogjewelinstleft.png,tomfrogjewelmodright.png,tomfrogjewelmodright.png,tomfrogjewelinstleft.png,2,mod,inst,R,L,544,2669,0.087588108,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogjewelmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfrogjewelinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfrogjewel_nopauses.mp3?raw=true
D,12,Training,53,Who did it?,tapped,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.087588108,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,13,Training,48,Kate hammered the hawk with the sticky note,hammered,hawk,sticky note,Sentence,1,InstControl,12,katehawkstickynote_nopauses.mp3,katehawkstickynoteinstleft.png,katehawkstickynotemodright.png,katehawkstickynotemodright.png,katehawkstickynoteinstleft.png,2,mod,inst,R,L,387,2735,0.094900806,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkstickynotemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkstickynoteinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkstickynote_nopauses.mp3?raw=true
D,14,Training,48,Who did it?,hammered,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.094900806,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,15,Training,61,Tom scratched the dolphin with the stick,scratched,dolphin,stick,Sentence,1,InstControl,1,tomdolphinstick_nopauses.mp3,tomdolphinstickinstright.png,tomdolphinstickmodleft.png,tomdolphinstickinstright.png,tomdolphinstickmodleft.png,1,inst,mod,L,R,524,2793,0.101938314,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomdolphinstickinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomdolphinstickmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomdolphinstick_nopauses.mp3?raw=true
D,16,Training,61,Who did it?,scratched,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.101938314,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,17,Training,56,Kate tapped the girl with the crystal,tapped,girl,crystal,Sentence,1,InstControl,8,kategirlcrystal_nopauses.mp3,kategirlcrystalinstright.png,kategirlcrystalmodleft.png,kategirlcrystalinstright.png,kategirlcrystalmodleft.png,1,inst,mod,L,R,379,2599,0.104315366,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategirlcrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategirlcrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategirlcrystal_nopauses.mp3?raw=true
D,18,Training,56,Who did it?,tapped,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.104315366,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,19,Training,46,Kate hammered the gorilla with the sticky note,hammered,gorilla,sticky note,Sentence,1,InstControl,10,kategorillastickynote_nopauses.mp3,kategorillastickynoteinstleft.png,kategorillastickynotemodright.png,kategorillastickynotemodright.png,kategorillastickynoteinstleft.png,2,mod,inst,R,L,361,3009,0.117107151,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillastickynotemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillastickynoteinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillastickynote_nopauses.mp3?raw=true
D,20,Training,46,Who did it?,hammered,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.117107151,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,21,Training,58,Kate tapped the gorilla with the crystal,tapped,gorilla,crystal,Sentence,1,InstControl,10,kategorillacrystal_nopauses.mp3,kategorillacrystalinstright.png,kategorillacrystalmodleft.png,kategorillacrystalinstright.png,kategorillacrystalmodleft.png,1,inst,mod,L,R,361,3080,0.119520529,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillacrystalinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillacrystalmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillacrystal_nopauses.mp3?raw=true
D,22,Training,58,Who did it?,tapped,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.119520529,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,23,Training,70,Kate scratched the gorilla with the chopsticks,scratched,gorilla,chopsticks,Sentence,1,InstControl,10,kategorillachopsticks_nopauses.mp3,kategorillachopsticksinstleft.png,kategorillachopsticksmodright.png,kategorillachopsticksmodright.png,kategorillachopsticksinstleft.png,2,mod,inst,R,L,329,3017,0.136755993,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillachopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kategorillachopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kategorillachopsticks_nopauses.mp3?raw=true
D,24,Training,70,Who did it?,scratched,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,0.136755993,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,25,Training,16,Kate hit the lion with the leaf,hit,lion,leaf,Sentence,1,InstControl,4,katelionleaf_nopauses.mp3,katelionleafinstleft.png,katelionleafmodright.png,katelionleafmodright.png,katelionleafinstleft.png,2,mod,inst,R,L,444,2441,0.151339664,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionleafmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionleafinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katelionleaf_nopauses.mp3?raw=true
D,26,Training,16,Who did it?,hit,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.151339664,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,27,Training,28,Kate knocked on the lion with the watering can,knocked on,lion,watering can,Sentence,1,InstControl,4,katelionwateringcan_nopauses.mp3,katelionwateringcaninstright.png,katelionwateringcanmodleft.png,katelionwateringcaninstright.png,katelionwateringcanmodleft.png,1,inst,mod,L,R,350,3501,0.171601475,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionwateringcaninstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katelionwateringcanmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katelionwateringcan_nopauses.mp3?raw=true
D,28,Training,28,Who did it?,knocked on,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.171601475,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,29,Training,5,Tom covered the frog with the grass,covered,frog,grass,Sentence,1,InstControl,5,tomfroggrass_nopauses.mp3,tomfroggrassinstleft.png,tomfroggrassmodright.png,tomfroggrassmodright.png,tomfroggrassinstleft.png,2,mod,inst,R,L,623,2946,0.173818734,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfroggrassmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfroggrassinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfroggrass_nopauses.mp3?raw=true
D,30,Training,5,Who did it?,covered,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,0.173818734,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,31,Training,72,Kate scratched the hawk with the chopsticks,scratched,hawk,chopsticks,Sentence,1,InstControl,12,katehawkchopsticks_nopauses.mp3,katehawkchopsticksinstleft.png,katehawkchopsticksmodright.png,katehawkchopsticksmodright.png,katehawkchopsticksinstleft.png,2,mod,inst,R,L,351,3096,0.174069702,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkchopsticksmodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/katehawkchopsticksinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/katehawkchopsticks_nopauses.mp3?raw=true
D,32,Training,72,Who did it?,scratched,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.174069702,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,33,Training,67,Tom scratched the pig with the chopsticks,scratched,pig,chopsticks,Sentence,1,InstControl,7,tompigchopsticks_nopauses.mp3,tompigchopsticksinstright.png,tompigchopsticksmodleft.png,tompigchopsticksinstright.png,tompigchopsticksmodleft.png,1,inst,mod,L,R,542,3167,0.214827127,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tompigchopsticksinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tompigchopsticksmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tompigchopsticks_nopauses.mp3?raw=true
D,34,Training,67,Who did it?,scratched,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.214827127,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,35,Training,63,Tom scratched the fox with the stick,scratched,fox,stick,Sentence,1,InstControl,3,tomfoxstick_nopauses.mp3,tomfoxstickinstright.png,tomfoxstickmodleft.png,tomfoxstickinstright.png,tomfoxstickmodleft.png,1,inst,mod,L,R,525,2782,0.232252765,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxstickinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomfoxstickmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomfoxstick_nopauses.mp3?raw=true
D,36,Training,63,Who did it?,scratched,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,0.232252765,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,37,Training,40,Kate hammered the lion with the tape,hammered,lion,tape,Sentence,1,InstControl,4,kateliontape_nopauses.mp3,kateliontapeinstleft.png,kateliontapemodright.png,kateliontapemodright.png,kateliontapeinstleft.png,2,mod,inst,R,L,376,2652,0.267525723,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateliontapemodright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kateliontapeinstleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/kateliontape_nopauses.mp3?raw=true
D,38,Training,40,Who did it?,hammered,NA,NA,Question_Control,1,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,0.267525723,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/whodidit.mp3?raw=true
D,39,Training,69,Tom scratched the whale with the chopsticks,scratched,whale,chopsticks,Sentence,1,InstControl,9,tomwhalechopsticks_nopauses.mp3,tomwhalechopsticksinstright.png,tomwhalechopsticksmodleft.png,tomwhalechopsticksinstright.png,tomwhalechopsticksmodleft.png,1,inst,mod,L,R,573,3148,0.293351732,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomwhalechopsticksinstright.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_training/tomwhalechopsticksmodleft.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_training/tomwhalechopsticks_nopauses.mp3?raw=true
